CustomerID,Probability
8883-GRDWQ,6.65
6166-ILMNY,54.26
3097-NNSPB,39.02
7771-ZONAT,15.57
0655-RBDUG,71.3
2111-DWYHN,19.62
4194-WHFCB,19.1
4121-AGSIN,1.25
4361-BKAXE,27.67
9845-PEEKO,9.61
0455-XFASS,66.33
0301-KOBTQ,2.87
1751-NCDLI,57.71
4367-NUYAO,19.42
9878-TNQGW,73.8
9170-ARBTB,0.87
4441-NIHPT,62.84
8999-BOHSE,61.88
7241-AJHFS,18.62
7029-RPUAV,68.2
4546-FOKWR,53.45
9036-CSKBW,15.29
5832-TRLPB,14.05
8590-YFFQO,0.55
8659-IOOPU,5.33
1338-CECEE,7.17
7439-DKZTW,72.42
4646-QZXTF,24.98
4607-CHPCA,43.88
9742-XOKTS,4.25
6921-OZMFH,33.79
9578-FOMUK,20.42
4712-UYOOI,11.12
8824-RWFXJ,34.06
7722-CVFXN,21.62
8717-VCTXJ,2.18
7363-QTBIW,71.34
4159-NAAIX,11.65
0971-QIFJK,0.47
9397-TZSHA,0.42
3391-JSQEW,11.41
0343-QLUZP,1.45
9763-PDTKK,44.85
2176-LVPNX,1.92
7627-JKIAZ,35.84
3312-UUMZW,50.51
1271-UODNO,5.34
8461-EFQYM,5.29
6900-RBKER,15.78
6891-JPYFF,28.04
1459-QNFQT,1.45
1047-NNCBF,35.29
3696-XRIEN,6.21
4081-DYXAV,35.7
0074-HDKDG,7.62
8791-GFXLZ,29.72
8111-SLLHI,61.2
0927-LCSMG,45.97
9330-DHBFL,5.68
0098-BOWSO,11.14
3452-ABWRL,35.45
5859-HZYLF,3.31
8257-RZAHR,34.72
5293-WXJAK,66.46
3156-QLHBO,16.37
2208-NQBCT,25.35
1779-PWPMG,9.18
6621-NRZAK,0.37
0831-JNISG,0.24
0774-IFUVM,32.47
3082-WQRVY,7.99
9553-DLCLU,8.37
1641-BYBTK,17.96
2460-NGXBJ,58.72
2446-ZKVAF,23.98
0841-NULXI,72.66
3522-CDKHF,26.83
1430-SFQSA,6.1
0411-EZJZE,62.15
7851-WZEKY,81.52
8844-TONUD,57.6
8807-ARQET,26.67
8992-CEUEN,27.02
4320-QMLLA,33.77
8777-PVYGU,4.51
8292-ITGYJ,1.92
6870-ZWMNX,1.57
0621-CXBKL,0.69
5268-DSMNQ,17.22
5334-JLAXU,18.36
4086-YQSNZ,76.44
6242-MBHPK,60.3
5868-CZJDR,49.98
9359-UGBTK,2.23
0135-NMXAP,59.53
4782-OSFXZ,2.27
6479-OAUSD,3.71
7129-ACFOG,45.13
4189-NAKJS,15.71
5562-BETPV,11.04
1282-IHQAC,3.51
9127-FHJBZ,8.11
6270-OMFIW,21.09
1641-RQDAY,62.13
0107-WESLM,32.91
6994-ORCWG,22.14
1346-UFHAX,45.83
3992-YWPKO,58.61
2933-XEUJM,5.53
0125-LZQXK,59.17
5461-QKNTN,38.28
4835-YSJMR,4.28
8399-YNDCH,32.29
3164-YAXFY,15.09
0887-WBJVH,21.48
4660-IRIBM,35.37
5673-FSSMF,66.41
7670-ZBPOQ,2.7
8089-UZWLX,13.75
0080-OROZO,32.01
3916-NRPAP,55.62
6807-SIWJI,30.81
8221-HVAYI,3.39
1579-KLYDT,72.14
5232-NXPAY,4.26
8967-SZQAS,29.33
4468-KAZHE,43.31
0455-ENTCR,2.7
8944-AILEF,14.66
5542-NKVRU,1.82
7126-RBHSD,45.54
5370-IIVVL,24.43
6789-HJBWG,38.15
3927-NLNRY,19.03
9087-EYCPR,0.68
6791-YBNAK,27.71
6358-LYNGM,74.12
6077-BDPXA,68.51
0013-MHZWF,33.36
5494-HECPR,73.37
8268-YDIXR,13.61
9824-BEMCV,52.17
1373-ORVIZ,44.91
4291-SHSBH,64.29
6980-IMXXE,0.3
9866-QEVEE,58.88
9897-KXHCM,72.07
0040-HALCW,0.57
0784-GTUUK,1.09
7979-CORPM,48.08
2294-DMMUS,12.07
0872-JCPIB,25.07
3055-MJDSB,48.17
9091-WTUUY,0.91
1618-CFHME,74.37
3165-HDOEW,41.59
6581-NQCBA,54.72
7115-IRDHS,0.42
8496-DMZUK,14.7
2040-VZIKE,33.81
9068-VPWQQ,1.91
0178-SZBHO,27.74
0384-RVBPI,17.38
1689-MRZQR,33.8
1299-AURJA,0.38
4525-VZCZG,12.0
1543-LLLFT,12.76
5835-BEQEU,72.82
2788-CJQAQ,6.84
5565-FILXA,77.35
0319-QZTCO,39.41
2120-SMPEX,8.86
0096-FCPUF,20.5
0668-OGMHD,28.16
5552-ZNFSJ,45.15
2223-KAGMX,11.41
6507-ZJSUR,68.18
9408-HRXRK,38.9
5593-SUAOO,22.44
7321-PKUYW,55.07
2833-SLKDQ,36.12
6766-HFKLA,12.24
7595-EUIVN,58.62
7617-EYGLW,26.1
2026-TGDHM,70.9
9220-ZNKJI,7.08
4030-VPZBD,57.89
2226-ICFDO,2.15
0723-VSOBE,14.05
5529-GIBVH,1.0
4187-CINZD,19.64
9992-UJOEL,38.41
4741-WWJQZ,51.13
6625-UTXEW,39.84
6818-WOBHJ,25.48
6244-BESBM,6.92
1004-NOZNR,9.71
1251-STYSZ,67.12
2612-PHGOX,2.87
2408-TZMJL,21.69
8480-PPONV,5.96
8780-IHCRN,0.5
4598-ZADCK,4.96
1257-SXUXQ,15.09
9681-KYGYB,26.41
7182-OVLBJ,13.18
5095-ETBRJ,0.97
7005-CYUIL,6.05
4821-WQOYN,0.31
4730-AWNAU,7.07
3452-FLHYD,5.76
2388-LAESQ,9.14
9531-NSBMR,3.23
6260-ONULR,54.04
4389-UEFCZ,14.48
8711-LOBKY,0.45
9134-CEQMF,78.18
8985-OOPOS,23.87
8800-ZKRFW,49.47
2616-FLVQC,0.38
9968-FFVVH,1.23
3108-PCCGG,2.41
7993-PYKOF,46.26
8390-FESFV,3.25
3022-BEXHZ,10.32
5027-XWQHA,39.61
6248-TKCQV,2.27
6729-GDNGC,46.84
6198-ZFIOJ,65.42
5989-OMNJE,18.63
4566-QVRRW,44.75
1291-CUOCY,9.65
9795-SHUHB,0.73
3230-IUALN,3.88
0042-RLHYP,0.29
8519-IMDHU,68.45
4945-RVMTE,23.98
0201-OAMXR,7.03
1866-NXPSP,5.29
3372-KWFBM,70.18
7831-QGOXH,66.61
6393-WRYZE,63.67
3941-XTSKM,10.59
1661-CZBAU,5.61
6599-RCLCJ,41.39
9831-BPFRI,19.01
5158-RIVOP,5.38
9788-YTFGE,19.81
9277-JOOMO,22.79
1907-YLNYW,40.85
1725-MIMXW,22.21
8947-YRTDV,12.7
3161-ONRWK,1.38
0114-RSRRW,19.88
4565-NLZBV,0.6
0031-PVLZI,16.51
7206-GZCDC,73.64
6682-VCIXC,5.02
4791-QRGMF,24.81
6475-VHUIZ,18.51
3910-MRQOY,0.3
0661-WCQNQ,7.71
7537-RBWEA,59.73
4656-CAURT,0.43
0121-SNYRK,3.13
1768-ZAIFU,71.93
4671-LXRDQ,42.89
3733-LSYCE,39.54
6265-FRMTQ,2.21
1934-SJVJK,19.57
3838-OZURD,29.65
1371-DWPAZ,24.06
9269-CQOOL,41.19
2017-CCBLH,6.94
7690-KPNCU,3.33
0536-BGFMZ,6.25
2293-IJWPS,26.79
2845-HSJCY,68.51
5469-NUJUR,5.27
1184-PJVDB,67.46
2625-TRCZQ,24.5
4102-HLENU,1.25
7266-GSSJX,21.01
7722-VJRQD,1.45
7073-QETQY,0.84
9415-DPEWS,57.58
5624-RYAMH,25.29
0196-JTUQI,59.96
7130-YXBRO,32.84
9272-LSVYH,44.4
7943-RQCHR,78.16
3793-MMFUH,79.09
3249-ZPQRG,60.68
2568-BRGYX,66.44
3084-DOWLE,1.82
1084-MNSMJ,2.11
7721-JXEAW,10.55
7249-WBIYX,72.33
4238-HFHSN,27.09
6250-CGGUN,5.64
5478-JJVZK,13.3
7596-IIWYC,3.9
6567-HOOPW,76.53
9793-WECQC,41.52
4291-HPAXL,17.09
8999-YPYBV,3.37
1839-FBNFR,1.96
3164-AALRN,35.21
3071-MVJCD,0.95
1697-BCSHV,9.87
0562-KBDVM,0.95
1131-SUEKT,10.73
3717-OEAUQ,51.69
4538-WNTMJ,1.67
3334-CTHOL,52.56
4704-ERYFC,53.17
9432-RUVSL,9.51
8060-HIWJJ,2.93
7684-XSZIY,0.32
9089-UOWJG,34.1
8621-MNIHH,58.27
8039-ACLPL,0.92
9885-AIBVB,48.28
1934-MKPXS,2.21
2592-YKDIF,20.36
2272-JKMSI,19.59
0471-LVHGK,22.05
9518-RWHZL,19.75
8714-CTZJW,63.51
3569-EDBPQ,36.4
3131-NWVFJ,6.22
7521-YXVZY,15.66
5419-CONWX,67.54
6240-EURKS,50.53
2373-NTKOD,56.91
1970-KKFWL,2.45
6960-HVYXR,68.51
9337-SRRNI,0.56
0895-UADGO,16.82
5678-VFNEQ,13.4
5977-CKHON,39.71
7024-OHCCK,83.83
2692-BUCFV,50.65
7861-UVUFT,63.66
1830-GGFNM,2.36
5302-BDJNT,35.5
5223-UZAVK,10.19
4859-ZSRDZ,4.54
5651-WYIPH,27.31
9350-VLHMB,20.89
3498-LZGQZ,0.49
8785-CJSHH,41.41
5357-TZHPP,69.14
3870-SPZSI,6.17
0680-DFNNY,74.43
7560-QRBXH,1.03
7077-XJMET,42.62
8752-GHJFU,7.0
6896-SRVYQ,26.37
7767-UXAGJ,59.32
4652-ODEVH,1.24
6510-UPNKS,5.62
6718-BDGHG,9.31
9046-DQMTP,4.2
6439-LAJXL,20.15
1571-SAVHK,58.5
9052-VKDUW,26.67
9546-CQJSU,76.47
1666-JZPZT,18.5
5777-KJIRB,7.47
0506-LVNGN,60.6
7677-SJJJK,7.78
2480-EJWYP,24.8
3253-HKOKL,15.17
7055-HNEOJ,32.77
5514-YQENT,12.39
3211-AAPKX,53.3
8445-DNBAE,55.25
2951-QOQTK,41.68
2958-NHPPS,10.12
6806-YDEUL,19.67
1735-XMJVH,17.42
6890-PFRQX,20.76
0222-CNVPT,14.34
5899-OUVKV,52.94
8681-ICONS,6.74
1621-YNCJH,13.22
3473-XIIIT,71.79
6362-QHAFM,35.72
7893-IXHRQ,26.16
3070-BDOQC,17.04
2952-QAYZF,66.38
6234-PFPXL,28.8
9824-QCJPK,2.26
4763-PGDPO,60.29
4283-IVYCI,18.35
1866-OBPNR,45.08
8205-MQUGY,28.71
8970-ANWXO,21.2
9480-BQJEI,10.38
5394-SVGJV,32.84
6979-TNDEU,15.01
9777-WJJPR,37.66
9283-LZQOH,52.41
7079-QRCBC,68.59
9495-SKLKD,34.21
6048-UWKAL,8.39
5067-DGXLL,18.75
5469-CTCWN,18.55
9851-QXEEQ,52.92
6281-FKEWS,21.25
8898-KASCD,5.47
9242-TKFSV,1.64
9290-SHCMB,73.55
0743-HNPFG,2.74
2277-BKJKN,16.52
9809-IMGCQ,72.92
5208-HFSBT,30.06
5035-PGZXH,30.52
8695-WDYEA,26.57
6543-JXSOO,5.54
8016-ZMGMO,6.02
8605-ITULD,20.32
3254-YRILK,65.19
6416-YJTTB,40.27
2667-WYLWJ,11.1
4472-VESGY,16.19
3195-TQDZX,30.67
3128-YOVTD,12.17
0529-ONKER,59.7
1728-CXQBE,34.59
7041-TXQJH,24.99
5014-GSOUQ,5.19
5724-BIDBU,6.74
0481-SUMCB,38.12
1769-GRUIK,55.25
5240-IJOQT,77.27
8819-WFGGJ,3.53
7427-AUFPY,0.61
2811-POVEX,48.24
1092-GANHU,54.62
7898-PDWQE,1.19
9972-EWRJS,0.46
9314-IJWSQ,67.31
0661-XEYAN,63.84
5799-JRCZO,0.35
1921-KYSAY,13.36
6198-RTPMF,67.72
2924-KHUVI,24.33
1925-GMVBW,16.9
7881-EVUAD,58.25
6184-DYUOB,25.37
9207-ZPANB,4.6
5766-XQXMQ,16.01
9327-QSDED,28.96
1656-DRSMG,24.07
3012-VFFMN,14.55
2984-AFWNC,66.79
0640-YJTPY,0.24
8096-LOIST,42.38
9764-REAFF,0.56
3703-VAVCL,44.01
7107-UBYKY,9.59
4881-GQJTW,10.83
8519-QJGJD,49.89
7876-DNYAP,0.28
7905-NJMXS,27.2
2882-WDTBA,1.09
2091-GPPIQ,3.85
6326-MTTXK,68.0
5071-FBJFS,30.54
2796-UUZZO,10.51
2429-AYKKO,0.26
9798-OPFEM,2.05
0330-IVZHA,60.78
3794-NFNCH,18.16
5193-QLVZB,15.26
7114-AEOZE,0.51
2886-KEFUM,29.18
5522-NYKPB,34.27
4237-RLAQD,44.02
9957-YODKZ,74.21
6518-KZXCB,4.34
2245-ADZFJ,8.21
7776-QGYJC,20.5
9313-QOLTZ,6.18
9651-GTSAQ,16.21
3186-BAXNB,52.58
4672-FOTSD,25.45
0637-YLETY,56.84
9818-XQCUV,19.55
7338-ERIVA,4.43
1157-BQCUW,74.12
8259-NFJTV,23.6
3223-DWFIO,63.0
2660-EMUBI,79.32
6968-GMKPR,22.39
4751-ERMAN,2.8
1436-ZMJAN,46.24
3292-PBZEJ,67.39
0799-DDIHE,29.22
3070-FNFZQ,3.18
2812-SFXMJ,17.1
7675-OZCZG,48.33
5014-WUQMG,15.03
5312-TSZVC,5.5
2003-CKLOR,22.65
0993-OSGPT,2.02
9254-RBFON,27.26
1205-WNWPJ,33.42
9391-EOYLI,71.39
7108-DGVUU,21.62
2782-JEEBU,23.37
5127-BZENZ,3.24
2720-FVBQP,42.62
9906-NHHVC,5.76
4522-XRWWI,6.13
3766-EJLFL,7.95
5939-SXWHM,1.15
8152-UOBNY,30.71
7351-KYHQH,51.11
7643-RCHXS,0.55
8246-SHFGA,9.5
8387-MOJJT,28.49
0620-XEFWH,15.82
6485-QXWWE,0.57
2761-OCIAX,68.2
7321-VGNKU,70.7
5327-CNLUQ,11.09
7552-KEYGT,2.87
5816-JMLGY,2.37
3068-OMWZA,78.96
2927-QRRQV,28.03
6032-KRXXO,57.44
7459-RRWQZ,34.55
6265-SXWBU,7.37
7941-RCJOW,0.48
6374-NTQLP,5.27
4154-AQUGT,50.08
2387-KDZQY,7.5
3584-WKTTW,22.41
3399-BMLVW,0.99
1971-DTCZB,2.5
3092-IGHWF,8.79
3374-PZLXD,4.14
3813-DHBBB,1.78
2812-REYAT,1.77
6518-PPLMZ,0.86
4939-KYYPY,18.63
8017-LXHFA,64.75
5930-GBIWP,1.65
6022-KOUQO,39.18
6352-TWCAU,53.23
2361-UPSND,2.89
6035-RIIOM,18.27
2929-QNSRW,30.41
1262-OPMFY,56.27
9504-DSHWM,12.92
5035-BVCXS,47.45
6267-DCFFZ,58.73
3533-UVMOM,1.35
2439-LYPMQ,60.5
4248-QPAVC,49.51
1899-VXWXM,26.1
1478-VPOAD,46.25
9995-HOTOH,3.23
2988-PLAHS,47.34
1371-OJCEK,1.71
4999-IEZLT,1.49
8883-ANODQ,5.96
4690-LLKUA,39.73
2351-RRBUE,8.71
5980-BDHPY,2.21
1498-DQNRX,5.92
9469-WEJBT,38.66
3331-HQDTW,38.44
9490-DFPMD,50.92
2581-VKIRT,1.36
5442-XSDCW,54.64
7426-WEIJX,20.11
2851-MMUTZ,13.12
3049-NDXFL,65.89
8580-AECUZ,75.64
3307-TLCUD,23.31
6625-FLENO,0.56
2967-MXRAV,11.02
7963-GQRMY,32.9
8189-HBVRW,17.54
4163-KIUHY,10.08
1228-FZFRV,23.09
3500-NSDOA,1.55
1171-TYKUR,4.4
3761-FLYZI,37.35
2058-DCJBE,65.67
5364-XYIRR,49.41
4829-AUOAX,37.43
1219-NNDDO,69.23
8388-DMKAE,7.01
4403-BWPAY,10.87
9659-QEQSY,33.25
5405-ZMYXQ,60.73
5047-LHVLY,42.83
1442-OKRJE,9.46
4737-AQCPU,0.61
9158-VCTQB,29.35
2808-CHTDM,3.96
6311-UEUME,51.09
0793-TWELN,63.32
3283-WCWXT,8.47
1060-ENTOF,9.04
0999-QXNSA,37.84
5451-MHQOF,1.33
4836-WNFNO,0.39
9225-BZLNZ,4.32
0354-VXMJC,2.79
4422-QVIJA,12.4
9365-SRSZE,51.88
6839-ITVZJ,21.97
8332-OSJDW,8.37
4735-BJKOU,1.39
0274-JKUJR,35.57
5740-YHGTW,11.53
8917-SZTTJ,0.41
1696-MZVAU,9.23
7359-WWYJV,5.21
0375-HVGXO,71.55
4906-ZHGPK,6.05
8593-WHYHV,77.64
3795-GWTRD,0.9
1298-PHBTI,5.62
6223-DHJGV,2.37
6961-MJKBO,0.97
6097-EQISJ,15.35
4423-YLHDV,54.73
8158-WPEZG,41.7
0107-YHINA,77.64
4918-FYJNT,20.68
0727-BNRLG,6.07
4854-CIDCF,63.75
8640-SDGKB,49.39
3280-MRDOF,10.79
6435-SRWBJ,62.29
9964-WBQDJ,0.56
6303-KFWSL,18.12
1702-CCFNJ,5.41
8932-CZHRQ,2.28
0386-CWRGM,0.93
5515-RUGKN,42.49
0404-AHASP,0.26
7279-NMVJC,6.14
2081-VEYEH,63.0
6407-UTSLV,65.46
4116-TZAQJ,42.77
9060-HJJRW,10.91
2587-YNLES,6.98
7398-SKNQZ,76.6
5935-FCCNB,76.62
1958-RNRKS,23.67
5136-RGMZO,23.24
8345-MVDYC,3.36
8226-BXGES,5.49
3877-JRJIP,62.95
8375-DKEBR,73.66
9705-IOVQQ,20.53
1015-OWJKI,19.52
7511-YMXVQ,68.45
2040-XBAVJ,4.42
7551-JOHTI,20.32
8887-IPQNC,40.1
8646-JCOMS,8.24
9804-ICWBG,69.17
1222-KJNZD,3.96
0106-GHRQR,38.51
5318-IXUZF,61.83
3768-VHXQO,0.46
8952-WCVCD,19.62
2418-TPEUN,0.74
3963-RYFNS,6.81
3198-VELRD,70.5
8540-ZQGEA,0.71
1320-REHCS,41.92
4137-JOPHL,10.32
9436-ZBZCT,58.94
7801-CEDNV,6.5
2057-BOYKM,4.22
3658-QQJYD,3.64
1803-BGNBD,29.41
0134-XWXCE,7.62
6950-TWMYB,5.16
5848-FHRFC,0.34
2243-FNMMI,8.28
2511-MORQY,4.27
5356-KZCKT,0.99
9470-XCCEM,37.9
6519-CFDBX,53.35
3902-MIVLE,1.46
0409-WTMPL,17.56
8763-KIAFH,4.5
3669-WHAFY,7.24
3055-VTCGS,2.86
3144-KMTWZ,20.23
7279-BUYWN,49.85
7156-MHUGY,73.4
7198-GLXTC,64.42
2007-QVGAW,0.42
5207-PLSTK,31.08
2307-FYNNL,13.64
5605-XNWEN,0.65
2155-AMQRX,17.89
6181-AXXYF,0.32
5091-HFAZW,58.55
0516-VRYBW,5.07
2519-LBNQL,32.06
8623-ULFNQ,36.74
8380-PEFPE,65.67
5687-DKDTV,17.93
1568-LJSZU,2.33
7530-HDYDS,19.52
7789-HKSBS,32.29
7416-CKTEP,0.89
2586-CWXVV,8.74
3096-IZETN,51.73
2348-KCJLT,4.24
8401-EMUWF,11.39
4193-IBKSW,0.33
5377-NDTOU,1.48
5922-ABDVO,52.52
2474-LCNUE,32.6
0839-QNXME,2.26
3506-OVLKD,3.25
9172-ANCRX,68.71
6650-VJONK,45.17
2178-PMGCJ,40.63
7492-TAFJD,12.87
2773-MADBQ,5.69
6016-LVTJQ,4.0
7860-KSUGX,0.83
8966-KZXXA,1.95
6910-HADCM,61.8
4816-LXZYW,52.36
9606-PBKBQ,61.75
5149-QYTTU,3.89
2070-XYMFH,51.73
2085-BOJKI,46.04
0817-HSUSE,52.21
5442-PPTJY,5.01
1927-QEWMY,0.28
1663-MHLHE,19.52
5663-QBGIS,10.31
4450-MDZFX,13.36
6701-DHKWQ,1.87
7554-AKDQF,33.98
3536-IQCTX,53.94
4911-BANWH,42.76
8496-EJAUI,39.38
0794-YVSGE,0.24
5423-BHIXO,25.37
6908-VVYHM,29.91
2959-EEXWB,16.95
1839-UMACK,2.98
3030-YDNRM,68.74
7321-KKSDU,1.73
3402-XRIUO,16.86
3132-TVFDZ,23.9
8286-AFUYI,34.25
8080-DDEMJ,49.42
8356-WUAOJ,56.13
6365-MTGZX,51.62
1349-WXNGG,20.41
8058-DMYRU,40.26
9350-ZXYJC,13.96
6990-YNRIO,5.65
8958-JPTRR,1.64
6959-GQEGV,16.85
3173-WSSUE,0.25
1265-HVPZB,2.0
4115-UMJFQ,2.52
7369-TRPFD,4.93
1098-KFQEC,0.56
7190-XHTWJ,2.03
0621-TWIEM,42.88
3537-RYBHH,10.25
2485-ITVKB,73.93
3669-OYSJI,35.77
1612-EOHDH,46.36
6702-OHFWR,71.19
5296-BFCYD,1.22
4510-PYUSH,10.08
9359-JANWS,0.76
7517-SAWMO,45.37
4143-HHPMK,29.7
3279-DYZQM,0.24
7054-LGEQW,37.33
0523-VNGTF,14.39
9575-IWCAZ,12.74
7105-MXJLL,15.96
7064-FRRSW,37.22
7940-UQQUG,10.92
0923-PNFUB,60.53
3961-SXAXY,45.18
7010-BRBUU,0.31
3566-HJGPK,44.0
3062-ICYZQ,26.7
9938-PRCVK,1.25
0973-KYVNF,1.2
5129-HHMZC,4.1
9637-CDTKZ,6.55
3946-JEWRQ,30.42
7873-CVMAW,1.46
0463-WZZKO,23.04
3494-JCHRQ,69.18
6474-FVJLC,78.19
4524-QCSSM,24.69
5832-EXGTT,16.07
8840-DQLGN,30.56
2039-JONDJ,5.6
7217-JYHOQ,11.83
6695-FRVEC,0.84
4547-LYTDD,55.41
9894-QMIMJ,10.07
8069-YQQAJ,38.23
6770-XUAGN,31.88
4193-ORFCL,41.37
1636-NTNCO,64.52
3466-WAESX,32.06
9281-PKKZE,30.85
3638-VBZTA,2.14
7459-IMVYU,7.95
7776-QWNFX,19.84
6689-TCZHQ,69.19
8563-OYMQY,48.57
0754-EEBDC,7.37
5777-ZPQNC,10.61
1951-IEYXM,1.87
3318-NMQXL,76.13
3143-ILDAL,26.24
1022-RKXDR,3.17
2361-FJWNO,4.58
2272-UOINI,34.13
8232-UTFOZ,0.29
3750-YHRYO,8.36
6637-KYRCV,57.27
5668-MEISB,3.01
0129-QMPDR,1.88
7188-CBBBA,17.75
5356-CSVSQ,44.12
3221-CJMSG,16.15
4720-VSTSI,29.44
3219-JQRSL,1.93
2801-NISEI,11.78
3946-MHCZW,34.96
4623-ZKHLY,11.34
6732-VAILE,2.83
8201-AAXCB,28.85
7696-CFTAT,1.47
1845-CSBRZ,49.98
2123-VSCOT,3.43
6651-AZVTJ,47.25
4566-GOLUK,34.46
2484-DGXPZ,6.32
2018-QKYGT,72.49
2792-VPPET,30.78
7409-JURKQ,20.77
3247-MHJKM,19.57
1964-SVLEA,6.61
4587-NUKOX,53.78
7297-DVYGA,1.51
2239-CGBUZ,2.41
0854-UYHZD,4.97
7243-LCGGZ,20.39
8267-KFGYD,22.3
4890-VMUAV,1.95
9261-WDCAF,40.31
3764-MNMOI,0.95
7442-YGZFK,49.54
0420-BWTPW,37.8
8229-BUJHX,0.27
7449-HVPIV,26.14
5504-WSIUR,6.68
8183-ONMXC,67.99
8466-PZBLH,5.27
9614-RMGHA,21.94
8735-IJJEG,23.99
0564-MUUQK,47.5
5054-IEXZT,61.3
5834-ASPWA,74.15
0701-RFGFI,40.12
0019-EFAEP,6.41
5619-PTMIK,9.83
3737-XBQDD,43.02
5882-CMAZQ,39.1
5846-QFDFI,19.47
4445-KWOKW,5.69
3511-APPBJ,28.92
7967-HYCDE,47.33
2430-RRYUW,1.41
3948-XHGNA,16.18
3723-BFBGR,20.76
0565-IYCGT,2.05
5447-WZAFP,18.64
5110-CHOPY,4.62
5445-UTODQ,70.58
4425-OWHWB,6.82
7892-QVYKW,54.15
9675-ICXCT,2.14
1024-VRZHF,67.97
4703-MQYKT,3.46
9497-QCMMS,83.64
5692-ICXLW,56.07
0602-DDUML,1.76
2208-MPXIO,1.41
1960-UYCNN,69.3
0348-SDKOL,28.21
3190-FZATL,9.43
7336-RLLRH,10.22
4373-MAVJG,58.28
8901-HJXTF,31.47
7710-JSYOA,6.55
5419-KLXBN,39.61
3424-NMNBO,24.92
9885-MFVSU,5.79
4514-GFCFI,71.49
0607-MVMGC,8.37
3365-SAIGS,56.25
9828-AOQLM,52.09
8022-BECSI,4.35
8000-REIQB,73.68
9993-LHIEB,0.89
0266-CLZKZ,10.33
7615-ESMYF,70.56
3858-VOBET,56.05
7020-OZKXZ,48.84
3977-QCRSL,17.24
0017-DINOC,1.9
1447-PJGGA,20.47
8565-CLBZW,50.95
9139-WQQDY,19.08
0224-HJAPT,46.45
8086-OVPWV,73.81
9430-FRQOC,50.27
7639-OPLNG,1.43
3074-GQWYX,64.15
1492-QGCLU,9.4
6845-RGTYS,31.63
7328-OWMOM,2.42
4418-LZMSV,14.79
5155-AZQPB,17.45
8861-HGGKB,67.38
1087-GRUYI,1.64
7065-YUNRY,45.19
7694-VLBWQ,18.9
2546-KZAAT,5.48
0181-RITDD,4.09
5989-PGKJB,60.38
4795-KTRTH,73.28
8272-ONJLV,48.55
1488-PBLJN,7.03
0308-GIQJT,10.42
3778-FOAQW,4.39
4452-ROHMO,4.98
6481-OGDOO,6.96
3090-LETTY,24.83
5349-AZPEW,44.13
3753-TSEMP,63.69
8305-VHZBZ,25.24
9720-JJJOR,4.03
8100-HZZLJ,11.52
8775-ERLNB,72.33
8309-IEYJD,65.86
9172-JITSM,59.17
6298-QDFNH,52.98
7398-HPYZQ,1.8
3546-GHEAE,7.04
7361-YPXFS,14.86
6557-BZXLQ,51.51
2550-QHZGP,9.08
7519-JTWQH,10.4
2538-OIMXF,47.51
8543-MSDMF,49.19
9961-JBNMK,60.22
1170-SASML,15.67
4872-JCVCA,1.06
5346-BZCHP,0.28
2038-LLMLM,42.81
6173-ITPWD,27.34
9734-UYXQI,59.42
1216-BGTSP,26.78
4138-NAXED,17.73
2189-UXTKY,33.26
0744-BIKKF,1.5
7483-IQWIB,43.17
5248-KWLAR,2.05
4958-GZWIY,35.05
7996-MHXLW,0.69
7833-PKIHD,4.36
7061-OVMIM,2.93
5153-RTHKF,45.49
1852-QSWCD,0.65
4832-VRBMR,22.49
9079-LWTFD,13.09
6356-ELRKD,69.43
8624-GIOUT,7.12
3392-EHMNK,4.45
5986-WWXDV,1.65
3061-BCKYI,10.98
6179-GJPSO,24.36
7901-TBKJX,49.13
7228-PAQPD,14.04
3177-LASXD,63.05
7746-QYVCO,10.09
5804-HYIEZ,24.21
9919-FZDED,3.38
5934-TSSAU,37.78
3486-KHMLI,8.55
4897-QSUYC,26.17
1084-UQCHV,49.83
8290-YWKHZ,68.09
2955-BJZHG,49.72
3806-DXQOM,49.62
6784-XYJAE,11.74
3933-DQPWX,2.29
6661-EIPZC,7.89
8957-THMOA,0.68
2251-PYLPB,1.15
5555-RNPGT,13.94
1057-FOGLZ,9.57
9300-RENDD,72.38
0761-AETCS,27.04
8087-LGYHQ,71.19
4137-BTIKL,53.12
2190-BCXEC,26.42
6227-FBDXH,14.62
2153-MREFK,24.95
2911-WDXMV,45.88
7206-PQBBZ,66.49
3106-ULWFW,68.56
0925-VYDLG,66.96
4547-FZJWE,2.4
7422-WNBTY,53.3
0842-IWYCP,7.78
3521-HTQTV,2.62
3744-ZBHON,25.11
3373-DIUUN,2.08
8383-SGHJU,6.63
7607-QKKTJ,20.99
7707-PYBBH,5.74
8984-HPEMB,10.93
4349-GFQHK,49.83
4139-DETXS,1.26
9779-DPNEJ,57.09
9805-FILKB,1.66
5793-YOLJN,0.6
0673-IGUQO,19.58
4123-FCVCB,28.36
8819-IMISP,45.02
7802-EFKNY,63.98
8311-UEUAB,5.08
5858-EAFCZ,36.08
8035-BUYVG,9.51
1163-ONYEY,10.63
9787-XVQIU,74.14
8945-MUQUF,17.57
5656-MJEFC,2.85
6082-OQFBA,3.76
8051-HJRLT,73.72
8974-OVACP,20.35
4010-YLMVT,25.97
1379-FRVEB,60.62
8612-GXIDD,9.08
6288-CHQJB,1.69
8160-HOWOX,58.94
3023-GFLBR,36.47
